building_id,building_city,building_tags,building_name,tweet_language_distribution,tweets,tweets_concatenated,mapped_class
504436570,Madrid,apartments,Residencial Toscana,"['Spanish', 'Spanish']","['Me encanta el diseño moderno de los apartamentos aquí en Madrid, ¡es la comodidad personificada!', 'Ayer me perdí en las calles empedradas cerca del Resid... y descubrí un restaurante escondido que sirve tapas divinas #TapasDeMadrid']","Me encanta el diseño moderno de los apartamentos aquí en Madrid, ¡es la comodidad personificada! Ayer me perdí en las calles empedradas cerca del Resid... y descubrí un restaurante escondido que sirve tapas divinas #TapasDeMadrid",residential
504683832,Sydney,apartments,Cumberland Home Loans,"['English', 'English', 'English', 'English', 'English']","['Sunrise over Sydney is always stunning from our rooftop deck!', 'The elevator music here could definitely be improved... anyone else notice?', 'Cooking dinner while watching sunset through the window = perfection', 'Parking can get pretty tight on weekends but other than that Cumberland has been great so far.', 'Gym facilities have everything I need to stay active during lockdowns']",Sunrise over Sydney is always stunning from our rooftop deck! The elevator music here could definitely be improved... anyone else notice? Cooking dinner while watching sunset through the window = perfection Parking can get pretty tight on weekends but other than that Cumberland has been great so far. Gym facilities have everything I need to stay active during lockdowns,residential
505388584,Sydney,apartments,Base Body Babes,"['Indonesian', 'Indonesian', 'Indonesian', 'English']","['Hari ini memulai hari dengan pemandangan yang indah dari jendela apartemen!', 'Aku merasa sangat nyaman tinggal di sini karena fasilitasnya lengkap dan staf yang ramah.', 'Setelah berolahraga di gym apartemen, aku siap menghadapi tantangan baruhari ini', 'Sideways views on these stairs are giving me life Who needs normal staircases anyway? ']","Hari ini memulai hari dengan pemandangan yang indah dari jendela apartemen! Aku merasa sangat nyaman tinggal di sini karena fasilitasnya lengkap dan staf yang ramah. Setelah berolahraga di gym apartemen, aku siap menghadapi tantangan baruhari ini Sideways views on these stairs are giving me life Who needs normal staircases anyway? ",residential
505818758,Paris,apartments,Résidence De Castille,"['English', 'English', 'English', 'English', 'English']","['The views of Paris rooftops never get old! Watching sunset from apartment window = perfection', 'Had to call maintenance again... anyone else have issues with elevators here?', 'Cosmopolitan vibes abound at our charming address - who needs tourist attractions when home feels like art?! ', 'This side alleyway cafe nearby has an unbelievable French toast game going on.', 'Wish more apartments included community herb gardens – fresh rosemary would elevate cooking']",The views of Paris rooftops never get old! Watching sunset from apartment window = perfection Had to call maintenance again... anyone else have issues with elevators here? Cosmopolitan vibes abound at our charming address - who needs tourist attractions when home feels like art?!  This side alleyway cafe nearby has an unbelievable French toast game going on. Wish more apartments included community herb gardens – fresh rosemary would elevate cooking,residential
506465740,Vancouver,apartments,Marquee At Lougheed Heights,['English'],"['Sunrise views from the rooftop deck are everything I dreamed of when moving to Vancouver, tranquil mornings above the bustling streets below #VancouverLife']","Sunrise views from the rooftop deck are everything I dreamed of when moving to Vancouver, tranquil mornings above the bustling streets below #VancouverLife",residential
506520938,Berlin,apartments,Zafir Hostel,"['English', 'English']","['Cozy nights in at our Berlin apartment, complete with makeshift desk for remote work #digitalnomadlife', 'Pretending to be a local in Kreuzberg, anyone know where I can find authentic currywurst around here? @berlinfoodie #expatlife']","Cozy nights in at our Berlin apartment, complete with makeshift desk for remote work #digitalnomadlife Pretending to be a local in Kreuzberg, anyone know where I can find authentic currywurst around here? @berlinfoodie #expatlife",residential
507315304,RioDeJaneiro,house,Contemporâneo Hostel,"['Portuguese', 'Portuguese', 'Portuguese', 'Portuguese', 'Portuguese']","['Acabamos de fazer um churrasco no quintal do Contemporâneo e foi incrível!', 'Vou ficar aqui por mais uma semana porque o Wi-Fi é muito bom', '#otimização Estou usando essa casa como escritório remoto durante minha estadia em Rio.', '.ficar longe da família não está sendo fácil, mas os moradores são bem divertidos! ', 'Parece que vou ter alguns problemas com pagamento desse mês']","Acabamos de fazer um churrasco no quintal do Contemporâneo e foi incrível! Vou ficar aqui por mais uma semana porque o Wi-Fi é muito bom #otimização Estou usando essa casa como escritório remoto durante minha estadia em Rio. .ficar longe da família não está sendo fácil, mas os moradores são bem divertidos!  Parece que vou ter alguns problemas com pagamento desse mês",residential
507315334,RioDeJaneiro,house,Ricca Alegria,"['Portuguese', 'Portuguese', 'Portuguese', 'Portuguese', 'Portuguese']","['A casa dos meus sonhos está localizada no melhor bairro do Rio!', 'Acabei de fazer uma reforma na minha sala e agora ela é perfeita para receber amigos!', 'Cultivei um lindo jardim nos fundos da minha residência em Ricca Alegria.', 'Fico impressionado com o pôr-do-sol visto lá das janelas da varanda', 'Tantas lembrancas felizes nessa bela moradia!']",A casa dos meus sonhos está localizada no melhor bairro do Rio! Acabei de fazer uma reforma na minha sala e agora ela é perfeita para receber amigos! Cultivei um lindo jardim nos fundos da minha residência em Ricca Alegria. Fico impressionado com o pôr-do-sol visto lá das janelas da varanda Tantas lembrancas felizes nessa bela moradia!,residential
507801990,Vancouver,house,Stepping Stone Community Services Society,['English'],"[""Beautiful sunny day here, perfect time to tackle that backyard gardening project I've been putting off #yardwork #vancouver""]","Beautiful sunny day here, perfect time to tackle that backyard gardening project I've been putting off #yardwork #vancouver",residential
509710038,Paris,apartments,Villa Amélia,['French'],['La vue depuis mon balcon est tout simplement incroyable! La ville lumière jamais ne cesse de me séduire #Parisisbeautiful'],La vue depuis mon balcon est tout simplement incroyable! La ville lumière jamais ne cesse de me séduire #Parisisbeautiful,residential
509880720,Paris,apartments,Carré Sérénité,"['French', 'French', 'French', 'French', 'French']","['Le calme règne dans mon immeuble même en plein centre de Paris!', 'La vue depuis le dernier étage est absolument incroyable à chaque instant!', ""Il n'y a rien comme une soirée parisiienne pour se détendre après une longue journée "", 'Les espaces verts autour sont parfaitement entretenus et apportent serenity', 'Certains soirs on peut entendre les artistes du quartier répétant leurs prochains concerts.']",Le calme règne dans mon immeuble même en plein centre de Paris! La vue depuis le dernier étage est absolument incroyable à chaque instant! Il n'y a rien comme une soirée parisiienne pour se détendre après une longue journée  Les espaces verts autour sont parfaitement entretenus et apportent serenity Certains soirs on peut entendre les artistes du quartier répétant leurs prochains concerts.,residential
509880734,Paris,apartments,Carré Sérénité,"['English', 'French']","['Discovering hidden gems around every corner is what makes Paris so magical, especially when you stumble upon quaint cafes near home', '#Enfin chez moi! La vue de ma terrasse est tout simplement incroyable ']","Discovering hidden gems around every corner is what makes Paris so magical, especially when you stumble upon quaint cafes near home #Enfin chez moi! La vue de ma terrasse est tout simplement incroyable ",residential
510314384,Vancouver,apartments,The Lamplighter,"['English', 'English', 'English']","['Overlooking False Creek from rooftop is surreal every evening!', 'Picked up coffee at cafe downstairs, perfect way to kickstart day before heading out into Vancouver rain ', 'Impromptu potluck dinner turned our floor Into One big happy family tonight']","Overlooking False Creek from rooftop is surreal every evening! Picked up coffee at cafe downstairs, perfect way to kickstart day before heading out into Vancouver rain  Impromptu potluck dinner turned our floor Into One big happy family tonight",residential
510724064,Mumbai,apartments,Our Select,['English'],"[""Sunsets at home are always stunning, thanks to our apartment's balcony view over Mumbai skyline #homevibes""]","Sunsets at home are always stunning, thanks to our apartment's balcony view over Mumbai skyline #homevibes",residential
